hoja, 1
suma, 2
resta, 3
imprimir, 4
asignacion, 5
variable, 6 
sentencias, 7
divison, 8
multiplicacion, 9
mayor_que, 10
mayor_igual_que, 11
menor_que, 12
menor_igual_que, 13
igual_igual, 14
no_igual, 15
and, 16
or, 17
while, 21
for, 22
